S_I,S_S,X_I,X_S,X_BH,X_BA,X_P,S_O,S_NO,S_NH,S_ND,X_ND,S_ALK,TSS,Q,EQIvecinst,mR,tagS,tagF,series_diff,tagR
3164.12334604527,32.0281309537679,1081.65662583406,141.611625045398,1437.33227837992,59.4596071504091,313.259799176655,685.223319654412,1213.87206283988,1287.95094702123,2529.83246902524,6347622.84185435,66121.0712690756,,,,,0,0,,0
3212.59983714167,32.0015075464197,1072.73816697343,140.685497288241,1438.66596303594,59.5131975161007,305.915697030251,699.010963545554,1184.83113674325,1289.80422857816,2529.66519922934,6260017.68248866,65208.5175260421,,,,,0,0,,0
3297.18476043944,32.3032438413162,1080.67491886395,141.832796863396,1460.86069903462,60.4265034541691,301.753190152987,720.665153835031,1165.20805523003,1304.96224925336,2566.21775384149,6240949.67695794,65009.8924684301,,,,,0,0,,0
3420.05721783043,32.9375978610195,1109.38391305012,145.173398576417,1505.40127800469,62.2600958635151,300.65539447943,750.762459127715,1153.64355254446,1333.61681665414,2642.01405554682,6292381.77283963,65545.643466841,,,,,0,0,,0
3559.38538984576,33.6814900003866,1151.07258109014,149.745300460723,1562.58676538245,64.6120163976119,300.545491321666,784.559797419958,1140.96127203768,1366.76008697949,2739.94122566683,6368012.56139795,66333.4641813493,,,,,0,0,,0
3672.950407464,34.141146350771,1189.22259952129,153.567040605639,1612.02357498796,66.6392053991225,298.161128887918,812.671308150824,1113.79623736256,1388.44697809823,2824.16953352496,6387968.05461598,66541.3339023709,,,,,0,0,,0
3768.74762901557,34.4120235591521,1223.10312139234,156.712285191779,1654.68165359435,68.3828300281926,294.803093432787,836.691339212885,1076.52917911979,1402.60131098773,2896.36557004057,6365892.91284661,66311.3845085776,,,,,0,0,,0
3851.18732664893,34.5511716904261,1251.79107398049,159.169113410971,1690.62258427798,69.8465030581181,291.392413228908,857.437810491137,1032.06216954067,1411.63101388698,2956.60962640863,6309720.9262771,65726.2596488393,,,,,0,0,,0
3910.51794554262,34.4868249328886,1270.70345295164,160.40281511436,1714.26568374435,70.8006863199529,287.706274510644,872.573311321813,979.529900839178,1412.71074393471,2995.13736056364,6205818.29538513,64643.940577046,,,,,0,0,,0
3962.04886353651,34.3679327278164,1284.54502347205,161.021121367698,1732.05379381153,71.512229899044,285.292918570637,885.348515842369,924.495164341183,1412.04099021826,3023.23367059208,6082941.89666606,63363.9780900409,,,,,0,0,,0
4043.47509007749,34.5214351766482,1307.21168843189,162.760241997748,1762.53168442276,72.7463584810196,287.1268539827,904.0411978369,875.774398380122,1423.18203708403,3073.29015095509,6002672.46479252,62527.8381750358,,,,,0,0,,0
4164.36478788677,35.0155363522323,1344.90397725337,166.377455986421,1813.81704049448,74.8362501257152,294.158658588964,930.601419470258,833.623141131192,1449.16369704779,3159.44312622062,5980812.09547522,62300.1259946469,,,,,0,0,,0
4301.66274929008,35.6452155509727,1392.62201985348,171.233808805005,1878.98897470201,77.4941057044907,305.205055456868,959.583384133238,791.824083481495,1481.76693664322,3269.5923782919,5985005.48060544,62343.8070894131,,,,,0,0,,0
4407.48619191909,36.0164842249768,1434.61908929314,175.362552493095,1936.6815993513,79.8374535997054,317.329722284278,979.970710970844,742.041065838974,1504.80789140133,3366.52189304376,5949330.5937314,61972.1936848148,,,,,0,0,,0
4487.01819869588,36.1842032019748,1470.31875661267,178.658696073886,1986.02652203899,81.8303133104773,331.153632078715,992.641913569152,687.298770974811,1520.63220554948,3448.71561159419,5881770.33545195,61268.4409944026,,,,,0,0,,0
4546.49798879306,36.2062446382467,1499.8501124946,181.106287948023,2027.13865831993,83.4770367311483,347.259453060711,998.724924069571,630.201838414355,1531.71654670989,3516.36997526342,5790857.5515195,60321.4328281087,,,,,0,0,,0
4591.90883026458,36.1340635840069,1524.36925420424,182.83014629208,2061.54086941856,84.839526595133,366.155855082776,999.290966295,572.75238739459,1540.27592763911,3572.1440025586,5685710.98208367,59226.1560634793,,,,,0,0,,0
4622.009132677,35.960342509174,1543.12468641216,183.739467045602,2088.18934653985,85.873992911907,387.710273917448,993.858899320075,515.717866153998,1546.00306887501,3614.26117784298,5566672.82116849,57986.1752206106,,,,,0,0,,0
4626.3370667946,35.6080153623122,1551.68424165142,183.315345779849,2101.06313277591,86.3330388789366,410.77717805128,980.121506983557,459.04806288883,1545.47046511635,3632.34853691376,5422238.83927191,56481.6545755436,,,,,0,0,,0
