S_I,S_S,X_I,X_S,X_H,X_A,X_STO,S_O2,S_NOX,S_NH4,S_N2,S_ALK,X_SS,Q,EQIvecinst,mR,tagS,tagF,series_diff,tagR
15.604723788173,0.159277189198246,1386.97495051816,179.206160555304,1460.17963071411,99.0287574867501,259.330047345744,1.65491967221096,4.25380717810457,3.7048555258274,15.2668795172106,5.56768266298433,2735.68942272663,97545.3581157487,1652086238.1565,1652086238.1565,0,0,0.12020185819704295,0
15.6453102917561,0.157819039310393,1398.79944383987,179.447528187777,1473.05842926049,99.9489186694393,260.674078691184,1.66332193551371,4.30534560627352,3.41759503700894,15.4276495846487,5.54980769198232,2758.03291844102,96866.1162970214,1649861961.7291472,1650974099.9428236,0,0,0.1185941175852704,0
15.733958993521,0.156277019447377,1408.86589509792,179.53961459528,1485.79638261533,100.851378834101,261.920252477342,1.68164163127458,4.34043304610236,3.09886841186738,15.591026221527,5.53418539752419,2779.95878909047,96362.7393932276,1649517934.523468,1650488711.4697049,0,0,0.11779342115756274,0
15.8562903493011,0.154657910926268,1415.61905111629,179.456114984449,1497.89753543145,101.702218395077,262.974672023871,1.71151929292478,4.35758844243975,2.77342106244846,15.7503593590351,5.52140198968795,2800.57856611646,95685.7693335874,1644502245.970788,1648992095.094976,0,0,0.11686649955298185,0
16.0016109835898,0.152954116360563,1421.83889050378,179.212163352133,1509.58164986296,102.516068153708,263.866557050815,1.75302892995196,4.35648837612174,2.45852167722671,15.9067741627237,5.51144444646203,2820.30154045538,94795.6255664739,1634919038.528356,1646177483.781652,0,0,0.11584891411096811,0
16.1654700569288,0.151155300078639,1430.32266027753,178.879693376722,1521.73519357231,103.352267138938,264.744512903534,1.80472996461459,4.33508597548886,2.16301690867015,16.0689132231313,5.50412484858354,2840.75360158666,93790.0484996837,1623716056.4881446,1642433912.5660675,0,0,0.13035608740405083,0
16.3455008015811,0.149254274169277,1441.64800014219,178.501627430892,1534.947393284,104.249844340938,265.710955771313,1.86565522196035,4.29075803658811,1.89093337304668,16.2450058538121,5.49936549189856,2863.00431806878,92690.6164121189,1611784265.087675,1638055391.4977257,0,0,0.17301112880755423,0
16.5371324343298,0.147259674493861,1453.63853730053,177.904250553228,1547.7578789132,105.10898455119,266.523894867633,1.93755027912822,4.22171399156672,1.6453766997169,16.4379546384528,5.49727526792604,2884.32110559925,91645.5417374671,1599984245.258039,1633296498.2177649,0,0,0.2212628545539379,0
16.735084074945,0.145188407573288,1463.98678554479,176.916708433341,1558.48160769597,105.815050883054,266.904516783129,2.02264576312576,4.12829282006059,1.42947814228652,16.6436996035963,5.49804872475869,2901.58116080096,90697.6197521932,1587314550.9091456,1628187392.9612515,0,0,0.2509668566191387,0
16.9358664800749,0.143077656440711,1472.24191492656,175.563447959561,1567.03925913218,106.362839508547,266.847402649382,2.11851819014033,4.01166929300166,1.24482836220816,16.8556739775423,5.501888373316,2914.66814965612,89940.9711023668,1575455682.2844021,1622914221.8935666,0,0,0.2609121946232986,0
17.1367254171458,0.140970195717088,1478.675122408,173.925472853457,1573.8288582901,106.779940966348,266.431007418889,2.22009513732764,3.87321596101848,1.09032145567485,17.0661895213991,5.50902560009016,2924.3630629765,89472.9264827955,1566657141.3431468,1617799941.8435285,0,0,0.2596331360840869,0
17.3324811796866,0.138878504256384,1483.40216384286,172.03838929746,1578.93975500752,107.073487995502,265.682850707864,2.32510191192297,3.71593055940639,0.96024126383468,17.2655477721095,5.51957930973865,2930.86701921277,89138.0826826544,1558381762.4765706,1612848426.896282,0,0,0.254375606954391,0
17.5168150680958,0.136794810940823,1486.55736131348,169.916167079452,1582.44365763096,107.249513152337,264.627341461326,2.43466262882572,3.54307285270093,0.847487387938096,17.446238367268,5.53351589831461,2934.33115421245,88885.1218631286,1549831181.933605,1608000946.5145376,0,0,0.24932315430695773,0
17.6855621097502,0.134701714324853,1488.5194285023,167.592635605527,1584.68570419818,107.332529382139,263.333312444608,2.5505333474801,3.35777243355931,0.747145013084763,17.6058489437602,5.55053936269475,2935.40246908214,88568.8421107909,1538815791.416853,1603059149.7218459,0,0,0.24557458704434634,0
17.8366288325859,0.132579452305775,1489.98454563067,165.133760894335,1586.37790375574,107.371992252227,261.929004531646,2.67369204676605,3.16405739315833,0.656650189181527,17.7486664520464,5.56985674913683,2935.39762910712,87959.281816397,1522047210.1495252,1597658353.7503579,0,0,0.2424973625231862,0
17.9694048072693,0.130434271204464,1491.99684236035,162.643114587221,1588.62846994411,107.444059901224,260.609885733885,2.79980150862134,2.96515909478477,0.576778751220912,17.8866897190132,5.59035872195626,2936.36062702709,87244.4793670225,1503867281.3736598,1591796411.726814,0,0,0.2401627469380927,0
18.0856324605364,0.128290893212202,1495.2539824537,160.201793213211,1592.18667863735,107.600594848196,259.510911398545,2.92065033487181,2.76463388924003,0.50921028508305,18.0309442789349,5.61094180120099,2939.68279362481,86537.3706073265,1486949290.627113,1585628934.0150669,0,0,0.23843528434728145,0
18.1888881244285,0.126184864800615,1499.66345340297,157.82243677213,1596.95756938649,107.83636387613,258.624014579043,3.03002899933012,2.56711200630471,0.45400816885374,18.1843992777296,5.63079837696318,2945.21077645845,85900.8101713332,1472319632.9028697,1579333972.8421671,0,0,0.23715335365419388,0
18.2835369417074,0.124151620908096,1504.62159024521,155.469480080204,1602.29382756521,108.108613381102,257.848836366803,3.12521936727819,2.37718760693296,0.40999985467292,18.342894735411,5.64952369326156,2951.78124428191,85370.1101289759,1460037961.166126,1573055235.3855333,0,0,0.23620297758787157,0
