S_I,S_S,X_I,X_S,X_BH,X_BA,X_P,S_O,S_NO,S_NH,S_ND,X_ND,S_ALK,TSS,Q,EQIvecinst,mR,tagS,tagF,series_diff,tagR
4691.40753217992,17.0672290164272,855.665057470113,69.825528696454,934.023273236831,59.2949079774158,42.6051457543749,1609.28074695899,102.407102708794,602.16246926572,1663.45194869829,2617279.61244698,27263.3292963723,,,,,0,0,,0
4531.8215833109,16.3153298554037,803.514042551345,65.4485441295927,880.218683359271,55.9000357624714,45.4956890325062,1544.69119929401,93.8690865498328,581.602996306171,1567.17780949992,2469253.35521609,25721.3891168109,,,,,0,0,,0
4406.96903560807,15.68505638689,760.890068323762,61.8557450406213,836.96218146383,53.170412354423,49.2539013749368,1492.02274147689,86.4329623394033,565.681314362518,1489.70648122,2348191.78949331,24460.3311405331,,,,,0,0,,0
4296.94851968581,15.1061357780646,725.001658044076,58.7318370260096,799.90122733852,50.8302315289099,53.7156719359622,1444.32866634067,79.6064020900343,551.832161811177,1423.29256484223,2243436.09262298,23369.1259648652,,,,,0,0,,0
4193.28420324823,14.5513639511442,693.914157704865,55.9149451388281,766.827256520939,48.7394747045177,58.7500061923769,1398.68653488466,73.2070092157912,538.95574157485,1364.00323121956,2149398.56171802,22389.568351209,,,,,0,0,,0
4090.18945807643,14.0037925881187,665.82207731638,53.2817015601452,736.084302386822,46.7930882624951,64.1928123715465,1353.1721056835,67.1417159468143,526.293054502485,1308.88759050151,2061691.54079127,21475.9535498895,,,,,0,0,,0
3994.71628716796,13.4901074306976,641.109371287022,50.8874690100632,708.474952823361,45.0422831991114,70.0564313048148,1310.14349621724,61.535663092367,514.734056925711,1259.36781098391,1982655.36304063,20652.6600317108,,,,,0,0,,0
3910.69895685465,13.0240951651976,619.829007585717,48.754779144328,684.348679963497,43.5094871107166,76.3564586033935,1270.82036476214,56.4295788743599,504.759523097488,1216.06070380018,1913236.18641647,19929.5436084867,,,,,0,0,,0
3833.8330583202,12.5914114479913,600.89914162654,46.809511328694,662.698061227513,42.1308508762177,82.972945110389,1233.75237534305,51.7364731972908,495.80339840225,1177.17229192472,1850597.36715202,19277.055907816,,,,,0,0,,0
3757.10336481971,12.1692026101255,582.917595041563,44.9484874016854,642.086308680214,40.8152640710221,89.6793904203014,1196.69247498185,47.3528462524566,486.94484401388,1140.14737152219,1790802.07940319,18654.1883271505,,,,,0,0,,0
3686.89309884723,11.7782250655782,566.677120703032,43.2359940629223,623.442899377429,39.6220826234625,96.5440776164783,1161.70788285786,43.3531874421519,478.996862864767,1106.63456220034,1736520.54040658,18088.7556292187,,,,,0,0,,0
3626.595441816,11.4283401806684,552.591409532357,41.7034042895689,607.241054922019,38.5816127220965,103.634889915287,1129.82423612912,39.7505049193541,472.394559367458,1077.47173582288,1689067.93279185,17594.4576332324,,,,,0,0,,0
3567.00608056581,11.0894652096845,539.160274344051,40.2355887036168,591.832643785518,37.5893869356839,110.66548546122,1098.14002862737,36.4197837771141,465.934173447449,1049.73202540641,1643888.19423112,17123.8353566053,,,,,0,0,,0
3494.16114940181,10.7182986660716,524.129314239154,38.6635927300081,574.74192100927,36.4886155062589,117.072781455651,1062.48043396582,33.2241337009958,457.772298051065,1019.02269781612,1594270.19797339,16606.9812288744,,,,,0,0,,0
3419.46628160583,10.3504439423068,509.103242311262,37.1070365687238,557.726414845837,35.3914602673533,123.072143291836,1026.50932210807,30.2848595602775,449.37673831724,988.460290121103,1545239.92522922,16096.249221123,,,,,0,0,,0
3349.78313208287,10.0060118444703,495.073516564402,35.6377936293635,541.863251640444,34.3666724383128,128.858163719266,992.333332638616,27.6459365073746,441.638712599162,959.953526086757,1499781.09005239,15622.7196880742,,,,,0,0,,0
3323.49232329004,9.7970656530633,487.832042746877,34.6695701498747,533.474191020016,33.8151183994323,136.0650452693,971.06306074258,25.5658738546256,439.642071752479,944.700553490162,1475133.54080427,15365.9743833639,,,,,0,0,,0
