S_I,S_S,X_I,X_S,X_H,X_A,X_STO,S_O2,S_NOX,S_NH4,S_N2,S_ALK,X_SS,Q,EQIvecinst,mR,tagS,tagF,series_diff,tagR
29.4329146669334,0.0892567849952117,1503.75737866635,115.76244442522,1524.21808866177,107.813366906578,181.121494413972,4.86818262320476,10.4861023391808,0.103072401789519,28.9613793848648,3.94194567561098,2794.53781108766,85239.4983825902,1320994645.788676,1320994645.788676,0,0,0.33787308204859257,0
29.3966565651567,0.088745147651456,1506.04681051186,115.199622552149,1525.67403555148,107.920840784017,180.221165820091,4.9285223480244,10.3624203959056,0.096364532762631,29.101462117053,3.95184744265985,2796.70148971838,85392.6498366466,1322791941.487232,1321893293.637954,0,0,0.3373116702151871,0
29.3572205449672,0.0882268297473098,1507.45737672733,114.558829483306,1526.2798018235,107.966394772225,179.190848460874,4.98154913664046,10.2301972270478,0.0910438171464211,29.2245516280297,3.96395103524272,2797.29982040726,85792.7458105335,1327627447.7297158,1323804678.335208,0,0,0.33759341221464395,0
29.3144103380397,0.087707996247877,1507.56419308084,113.850007852532,1526.03599870626,107.950455591124,178.035574890423,5.02783572507068,10.0894645251743,0.086821532429831,29.3264800444843,3.97845925326887,2796.34609524787,86309.9260146294,1333418238.3652315,1326208068.3427138,0,0,0.33819873282173635,0
29.2662062380028,0.0871860640178501,1505.82943343146,113.067198880663,1524.87513739142,107.868354629289,176.753214149303,5.07018996221028,9.93951804121954,0.083266774064909,29.4020167389116,3.99575801255113,2793.71741479193,86859.7769566928,1338686796.0164955,1328703813.8774703,0,0,0.3387894126010108,0
29.2086293837653,0.0866462801334121,1502.27399811497,112.185197933219,1522.6776571419,107.711351416358,175.335670391201,5.11335824454653,9.77874634904212,0.0798432231156481,29.4449212121832,4.01644507539005,2789.17951682524,87150.7128677569,1338807143.5641475,1330387702.158583,0,0,0.3382098020496106,0
29.1375092628955,0.0860606722988656,1497.51485578231,111.170743012062,1519.44407772867,107.478685870471,173.786107261187,5.16323968129521,9.60546281025976,0.0760170179388855,29.4509002893324,4.04105586223346,2782.70094130584,86837.6589236016,1328554496.865924,1330125815.6882033,0,0,0.3351382193736053,0
29.0512098087156,0.0854007935753399,1492.47648292525,110.014060083078,1515.52614783776,107.194275885907,172.145732549892,5.2212689287533,9.41762568085047,0.0718017683770033,29.4226077396772,4.06977784977575,2774.89042880403,86309.0620055668,1314284835.1815312,1328145693.124869,0,0,0.3311752094788909,0
28.9525276459713,0.0846480509794959,1488.17723609822,108.746390263674,1511.6971214783,106.912086662409,170.500390998746,5.28281771432415,9.2135234152192,0.0676202549565051,29.372383570992,4.10216364494714,2767.13661533326,85771.0623829524,1299823522.11317,1324998785.2346804,0,0,0.32727316478580476,0
28.8479219673988,0.0837962304064408,1485.43941719529,107.419739528875,1508.82046523801,106.692879945599,168.942120451898,5.34170372632065,8.9936958143902,0.0638837004889408,29.3183424901732,4.13709955894312,2761.00623293137,85352.1875868146,1287814396.383846,1321280346.349597,0,0,0.32407842983896734,0
