S_I,S_S,X_I,X_S,X_BH,X_BA,X_P,S_O,S_NO,S_NH,S_ND,X_ND,S_ALK,TSS,Q,EQIvecinst,mR,tagS,tagF,series_diff,tagR
4051.43751830993,33.23465320156,1664.14737630259,175.049901774406,1838.79721939872,117.03415296774,79.2019097885223,1766.65678828043,191.86226045573,1215.80581793448,3330.1559523555,4490650.52337214,46777.6096182897,,,,,0,0,,0
3936.069740601,32.4165488786291,1579.39515633504,167.122048828322,1764.38338689171,112.343325646362,79.0043729242736,1734.06028475692,183.800059072863,1187.55099957622,3193.96311894583,4294138.13704967,44730.6055943488,,,,,0,0,,0
3790.77259127871,31.2834635737382,1494.2135936925,158.387898809322,1681.63578119481,107.114405684251,79.7655810682144,1686.96742490387,172.982755901965,1150.10046949681,3042.70414082896,4078276.16985798,42482.0434360979,,,,,0,0,,0
3609.94127466772,29.7895082100182,1404.65662614752,148.241562878416,1584.24204924865,100.943605593741,81.0587641807118,1621.90159909921,159.600933847827,1101.40181741283,2864.95309231982,3833120.08491882,39928.3342177591,,,,,0,0,,0
3411.92517967108,28.0944205580886,1311.89450616788,137.252415045529,1478.16089828681,94.209105586953,82.8743535672167,1546.29505935318,145.017889756635,1046.72914517722,2671.50949777411,3571326.56880212,37201.3184250898,,,,,0,0,,0
3201.23430550226,26.2487844687276,1214.28484921244,125.624727466273,1365.19742264163,87.0256460583704,84.9071055337211,1461.76597343722,129.929777698932,987.266631753516,2465.68469726874,3295214.50623571,34325.1511066844,,,,,0,0,,0
3003.75093433595,24.4796588505201,1121.23326286197,114.542759574093,1257.67514660099,80.179628148238,87.5057942409212,1380.06366668504,115.762434385877,930.926036153991,2269.79701031664,3033182.25233896,31595.6484617492,,,,,0,0,,0
2826.52036362488,22.8562362969183,1036.37089959367,104.459049019383,1160.17083941185,73.9643851232887,90.7445163384435,1304.70577692934,102.93905836384,879.974290905302,2092.14314095948,2795305.02269754,29117.7606531523,,,,,0,0,,0
2685.0746141595,21.5113498810677,966.528972238013,96.0715649610137,1080.2858995622,68.8660085725561,95.1665233260301,1243.24860391249,92.0136954018599,839.401045396339,1946.43785729365,2599224.19145847,27075.2519944083,,,,,0,0,,0
2595.19677013026,20.571465551893,918.251246875955,89.9921203889704,1025.10282054834,65.3367891234176,101.692205702838,1203.37554907213,83.3222609585948,814.364491364078,1845.40764850716,2461190.94011501,25637.4056261047,,,,,0,0,,0
2529.88572260522,19.818357389051,881.97450524986,85.225537226855,983.726744853893,62.6823353824504,109.726652322436,1172.74100005081,75.75432237316,796.587279286062,1769.38080140374,2354657.53289518,24527.6826343694,,,,,0,0,,0
2480.22146930057,19.1809989082713,854.018432216754,81.3759753609963,951.910224693179,60.631932537246,119.07493601122,1147.20230193074,68.9497396278163,783.343144670594,1710.6782946173,2269736.27319172,23643.0861791234,,,,,0,0,,0
2421.68502106589,18.4715702280273,824.978736261187,77.519189472822,919.077807180972,58.512305748465,128.472246372813,1115.41548069307,62.2430750917831,766.905552416245,1650.26852839333,2181965.34862514,22728.8057147626,,,,,0,0,,0
2315.72644304054,17.4070652076976,780.214069942263,72.2797342018228,868.87033149279,55.2840073426596,135.089558780235,1059.97829042208,54.8823259556525,734.998255136127,1558.78553876115,2054168.05113675,21397.5838660467,,,,,0,0,,0
2193.90167601711,16.2409574891204,729.47398120825,66.5878901321308,812.116617314596,51.6393767360156,139.674089130022,996.124757614856,47.9063822046153,697.577319542213,1455.69575321736,1913369.08606822,19930.9279799135,,,,,0,0,,0
