S_I,S_S,X_I,X_S,X_H,X_A,X_STO,S_O2,S_NOX,S_NH4,S_N2,S_ALK,X_SS,Q,EQIvecinst,SSe,CODe,SNKJe,SNOe,BOD5e,mR,tagS,tagF,series_diff,tagR
29.4498834529134,0.947890814802422,1363.17737919996,219.877307947323,1972.28988610514,70.6802164970152,507.051563570943,0.0016677986426935,0.370131491342206,15.6611434180198,12.3430017877422,6.31254972948739,3332.32861408325,91002.7687985004,1892635031.8185446,3332.32861408325,4163.474127588097,289.4099710845139,0.370131491342206,641.711282910344,1892635031.8185446,0,0,0.29588099033073423,0
29.4452517697495,0.884293210190012,1370.48263455811,219.691411847585,1983.85348999727,71.1182277940319,508.397385706628,0.001699186414958,0.392456876070997,15.3471223252424,12.4379521298126,6.30208978919935,3349.62629696611,90482.5664756086,1887165144.3475158,3349.62629696611,4183.872694883565,289.3394589656026,0.392456876070997,644.7188200689676,1889900088.0830302,0,0,0.2942336999869728,0
29.4303489667321,0.826644801852225,1373.98286351854,219.39220630022,1995.75670743767,71.5698947736387,509.741787114933,0.0017272411153011,0.416409356838928,15.0342346451375,12.539814341929,6.29091385008204,3367.32010325127,89881.5786181634,1879032191.7149365,3367.32010325127,4200.700452913587,289.0192442432292,0.416409356838928,647.7804423205538,1886277455.9603322,0,0,0.2935631190752506,0
29.4062053332846,0.774920598374365,1376.81646885535,219.075505762194,2008.49219035579,72.0531465321833,511.214468770697,0.0017519720397978,0.441925614545106,14.7117639866329,12.6517050986604,6.27887856372052,3386.28346842009,89290.7071333767,1871231356.3332856,3386.28346842009,4217.832906207874,288.6555158676673,0.441925614545106,651.0673618916362,1882515931.0535707,0,0,0.29159380150978087,0
29.3739387414853,0.728750485768526,1382.90812236881,218.756829056991,2021.85237665538,72.5605412860523,512.764250533686,0.0017747324062242,0.468913671778937,14.3755385366892,12.7724631115627,6.26606694544797,3406.20222293858,88749.3388636743,1865286623.6218834,3406.20222293858,4238.944809128173,288.41293193410775,0.468913671778937,654.522143634967,1879070069.5672333,0,0,0.2893871369858718,0
29.3343852251539,0.687534176728661,1391.60850696754,218.388103810733,2035.22852208702,73.0700700317181,514.237133201427,0.0017973111161845,0.497394843812656,14.0290867442898,12.8981742661076,6.25269195651223,3426.06443908562,88296.29739546,1861475432.347844,3426.06443908562,4262.55425550032,288.2194886141277,0.497394843812656,657.9521263205035,1876137630.0306683,0,0,0.3136171101727009,0
29.2872140093034,0.650684755616173,1400.91016867976,217.875759955157,2047.86725655643,73.5545321897266,515.445107306396,0.0018213258953108,0.527405892804704,13.6834930035548,13.0236720514738,6.23903459784323,3444.58737738602,87969.7220186925,1859651727.6916163,3444.58737738602,4285.590723452389,287.91393171323955,0.527405892804704,661.1109972697805,1873782501.1250894,0,0,0.37804228260825157,0
29.2311360106306,0.617331219453404,1408.38537935712,216.979698013751,2057.76454555869,73.9416831544963,515.896656835992,0.0018541772866027,0.559057347473818,13.3536344711361,13.1441729458258,6.22535004207668,3458.37940442308,87713.527760406,1856647616.5254633,3458.37940442308,4302.816430150133,287.17712084963665,0.559057347473818,663.3479209846121,1871640640.550136,0,0,0.44764893810601475,0
29.1660487127436,0.586107636638384,1411.40239223631,215.365953272752,2061.68110324044,74.1146235985001,514.795887352449,0.0019002721008842,0.594037150217866,13.0452748306445,13.2568533808404,6.21156035309701,3462.01113429229,87497.3918559898,1848958539.120821,3462.01113429229,4307.112116049833,285.57538934807815,0.594037150217866,663.624086491367,1869120407.05799,0,0,0.47614203064366817,0
29.0940621448429,0.557053812194074,1411.56310693893,213.282028666739,2061.96575263059,74.1576996018029,512.726646889464,0.0019477264336308,0.632372181910356,12.7546816516635,13.3633339194163,6.19756366767041,3459.42714063876,87253.374006729,1837242102.9208055,3459.42714063876,4303.346350684563,283.4162291921989,0.632372181910356,662.6952934177605,1865932576.6442714,0,0,0.4724768997458863,0
29.0215162893125,0.531145173432933,1411.28367020279,211.065973648183,2061.94543796374,74.1905191714726,510.51966210474,0.0019866486813837,0.671978787225381,12.4735439146738,13.470390069905,6.18328388621394,3456.21055565845,86904.6203594085,1822804060.4620109,3456.21055565845,4298.557924553671,281.12689496965027,0.671978787225381,661.630072130593,1862011802.4458845,0,0,0.45739486969968557,0
28.9574261031862,0.50866238002254,1411.99467387641,208.911452777128,2063.50665465195,74.2808668758653,508.651598269628,0.0020161717051039,0.711042261205886,12.1929700282401,13.5851245374611,6.16860506351591,3455.53721138227,86536.0009504234,1809083846.0182214,3455.53721138227,4296.81133493419,278.94983572868585,0.711042261205886,661.0360263426996,1857601139.4102457,0,0,0.4436249323347211,0
28.9056028231262,0.489160852339958,1413.73723215228,206.835014801591,2066.57989218348,74.4261296538864,507.113094517381,0.0020401877626738,0.748697791588521,11.9087991558076,13.7084131297978,6.15361739118486,3457.32022505264,86192.3542827529,1797017053.8570879,3457.32022505264,4298.086126984085,276.89681328344494,0.748697791588521,660.8984406750747,1852940825.136926,0,0,0.43500372022795436,0
28.8617117337881,0.472063561596372,1415.67816872014,204.748205954839,2069.89388061789,74.5804539980027,505.596267247486,0.0020668149707714,0.785272278604204,11.6199277026845,13.8342421798313,6.13861926230242,3459.46752119799,86063.1580652915,1789552160.2524009,3459.46752119799,4299.830751833742,274.8404757802497,0.785272278604204,660.821305807686,1848413063.3594596,0,0,0.4316070759637809,0
28.8070169116482,0.457052026522945,1416.11613414709,202.473163318216,2070.96013545825,74.65396546902,503.501614789317,0.002107398726049,0.82141408587207,11.3204956854632,13.9459011769751,6.12446463922686,3457.87352522946,86399.7822282153,1789909990.1437008,3457.87352522946,4296.969082120064,272.5204805948938,0.82141408587207,660.0291684509998,1844512858.478409,0,0,0.4323754208968997,0
28.7114498256856,0.443897544880418,1413.31977484667,199.822870925019,2067.28357092536,74.5562898425057,500.244468805964,0.0021629013250653,0.856160771262885,10.9988923451208,14.0237799057824,6.11241138428905,3448.41434138289,86942.4056010396,1790586790.3917186,3448.41434138289,4284.382322716085,269.66088722485154,0.856160771262885,657.7460879194557,1841142479.222991,0,0,0.4339012694293594,0
28.5601428114187,0.43229365697681,1407.61465400981,196.827690185396,2059.3866602063,74.3060795462993,495.972689769637,0.0022272419430547,0.888529771375984,10.6499321172967,14.0648404289788,6.102799657546,3431.94220471492,87527.5853622343,1788468702.4593904,3431.94220471492,4263.100210185838,266.3018169995536,0.888529771375984,654.1380447507075,1838044021.7663088,0,0,0.4346499090585017,0
28.3616386462386,0.421913303967867,1401.05343949038,193.721094841234,2050.29668316504,74.0125798512494,491.427202449851,0.0022877858156128,0.917174369656253,10.2808077075746,14.0820686351159,6.09510792590189,3413.45979918038,87878.6225827547,1780326467.3306336,3413.45979918038,4239.294551747961,262.7743106999298,0.917174369656253,650.1551390935128,1834837490.9643266,0,0,0.43357991412811997,0
28.1472015151238,0.4124441150718,1396.52516222458,190.847184785982,2044.24237809537,73.8285451574681,487.620148961157,0.0023268446034155,0.941000702162427,9.91546784403672,14.1024235998061,6.08797526623336,3399.96695432185,87697.6820674768,1763809469.245488,3399.96695432185,4221.623064854753,259.57231480068725,0.941000702162427,647.1238538344824,1831099174.0317564,0,0,0.43017488809165716,0
27.95482527479,0.403802028332868,1396.61215438652,188.540490863989,2044.98686669613,73.8900990100561,485.430663570555,0.0023434402945213,0.960696319867008,9.58460161389686,14.1521871558813,6.07981249783173,3397.70816215651,87326.2540568947,1749182108.6861093,3397.70816215651,4217.818901830373,257.17102002281996,0.960696319867008,646.2268279567309,1827003320.7644737,0,0,0.42695242777979375,0
27.7975802167866,0.395890410346889,1399.84879445988,186.644935170764,2050.35513378892,74.1185959501414,484.329713012716,0.00235347940263,0.977506777344428,9.29879572859019,14.2332994634781,6.07032349384225,3403.10978373472,86941.9046211731,1738303262.7671554,3403.10978373472,4223.490643009555,255.35977167277412,0.977506777344428,646.7849982281865,1822779508.4788873,0,0,0.42429488217125416,0
